year,basin,region,no,name,time,intensity,lat,lon
2020,WP,MM,9,VONGFONG,2020-05-09:06:00:00,TS,6.6,132.65
2020,WP,MM,10,VONGFONG,2020-05-09:09:00:00,TS,6.7425,132.475
2020,WP,MM,11,VONGFONG,2020-05-09:12:00:00,TS,6.9,132.3
2020,WP,MM,12,VONGFONG,2020-05-09:15:00:00,TS,6.99622,132.165
2020,WP,MM,13,VONGFONG,2020-05-09:18:00:00,TS,7.1,132
2020,WP,MM,14,VONGFONG,2020-05-09:21:00:00,TS,7.26376,131.748
2020,WP,MM,15,VONGFONG,2020-05-10:00:00:00,TS,7.45,131.45
2020,WP,MM,16,VONGFONG,2020-05-10:03:00:00,TS,7.62875,131.146
2020,WP,MM,17,VONGFONG,2020-05-10:06:00:00,TS,7.76667,130.856
2020,WP,MM,18,VONGFONG,2020-05-10:09:00:00,TS,7.92197,130.641
2020,WP,MM,19,VONGFONG,2020-05-10:12:00:00,TS,8.07273,130.445
2020,WP,MM,20,VONGFONG,2020-05-10:15:00:00,TS,8.20336,130.209
2020,WP,MM,21,VONGFONG,2020-05-10:18:00:00,TS,8.3,129.967
2020,WP,MM,22,VONGFONG,2020-05-10:21:00:00,TS,8.34498,129.802
2020,WP,MM,23,VONGFONG,2020-05-11:00:00:00,TS,8.4,129.667
2020,WP,MM,24,VONGFONG,2020-05-11:03:00:00,TS,8.53499,129.512
2020,WP,MM,25,VONGFONG,2020-05-11:06:00:00,TS,8.7,129.367
2020,WP,MM,26,VONGFONG,2020-05-11:09:00:00,TS,8.83501,129.235
2020,WP,MM,27,VONGFONG,2020-05-11:12:00:00,TS,9,129.133
2020,WP,MM,28,VONGFONG,2020-05-11:15:00:00,TS,9.22249,129.056
2020,WP,MM,29,VONGFONG,2020-05-11:18:00:00,TS,9.5,129.033
2020,WP,MM,30,VONGFONG,2020-05-11:21:00:00,TS,9.82832,129.072
2020,WP,MM,31,VONGFONG,2020-05-12:00:00:00,TS,10.1667,129.167
2020,WP,MM,32,VONGFONG,2020-05-12:03:00:00,TS,10.4575,129.307
2020,WP,MM,33,VONGFONG,2020-05-12:06:00:00,TS,10.7333,129.433
2020,WP,MM,34,VONGFONG,2020-05-12:09:00:00,TS,11.0266,129.493
2020,WP,MM,35,VONGFONG,2020-05-12:12:00:00,TS,11.3,129.467
2020,WP,MM,36,VONGFONG,2020-05-12:15:00:00,TS,11.5492,129.342
2020,WP,MM,37,VONGFONG,2020-05-12:18:00:00,TS,11.7333,129.167
2020,WP,MM,38,VONGFONG,2020-05-12:21:00:00,TS,11.8225,129.024
2020,WP,MM,39,VONGFONG,2020-05-13:00:00:00,TS,11.8667,128.867
2020,WP,MM,40,VONGFONG,2020-05-13:03:00:00,TS,11.9333,128.692
2020,WP,MM,41,VONGFONG,2020-05-13:06:00:00,TS,12,128.467
2020,WP,MM,42,VONGFONG,2020-05-13:09:00:00,TS,12.0741,128.183
2020,WP,MM,43,VONGFONG,2020-05-13:12:00:00,TS,12.1333,127.833
2020,WP,MM,44,VONGFONG,2020-05-13:15:00:00,TS,12.1625,127.429
2020,WP,MM,45,VONGFONG,2020-05-13:18:00:00,TS,12.1667,127
2020,WP,MM,46,VONGFONG,2020-05-13:21:00:00,TS,12.1474,126.605
2020,WP,MM,47,VONGFONG,2020-05-14:00:00:00,TS,12.1333,126.2
2020,WP,MM,48,VONGFONG,2020-05-14:03:00:00,TS,12.1592,125.742
2020,WP,MM,49,VONGFONG,2020-05-14:06:00:00,TS,12.2,125.3
2020,WP,MM,50,VONGFONG,2020-05-14:09:00:00,TS,12.2233,124.933
2020,WP,MM,51,VONGFONG,2020-05-14:12:00:00,TS,12.3333,124.5
2020,WP,MM,52,VONGFONG,2020-05-14:15:00:00,TS,12.4366,124.038
2020,WP,MM,53,VONGFONG,2020-05-14:18:00:00,TS,12.6,123.6
2020,WP,MM,54,VONGFONG,2020-05-14:21:00:00,TS,12.9467,123.126
2020,WP,MM,55,VONGFONG,2020-05-15:00:00:00,TS,13.3333,122.7
2020,WP,MM,56,VONGFONG,2020-05-15:03:00:00,TS,13.6158,122.299
2020,WP,MM,57,VONGFONG,2020-05-15:06:00:00,TS,14.0333,121.9
2020,WP,MM,58,VONGFONG,2020-05-15:09:00:00,TS,14.4941,121.673
2020,WP,MM,59,VONGFONG,2020-05-15:12:00:00,TS,14.9667,121.367
2020,WP,MM,60,VONGFONG,2020-05-15:15:00:00,TS,15.4966,121.165
2020,WP,MM,61,VONGFONG,2020-05-15:18:00:00,TS,16.1,120.8
2020,WP,MM,62,VONGFONG,2020-05-15:21:00:00,TS,16.8369,120.4
2020,WP,MM,63,VONGFONG,2020-05-16:00:00:00,TS,17.6,120.067
2020,WP,MM,64,VONGFONG,2020-05-16:03:00:00,TS,18.1565,119.952
2020,WP,MM,65,VONGFONG,2020-05-16:06:00:00,TS,18.5333,119.933
2020,WP,MM,66,VONGFONG,2020-05-16:09:00:00,TS,18.8067,119.952
2020,WP,MM,67,VONGFONG,2020-05-16:12:00:00,TS,19.2,119.967
2020,WP,MM,68,VONGFONG,2020-05-16:15:00:00,TS,19.5754,119.964
2020,WP,MM,69,VONGFONG,2020-05-16:18:00:00,TS,20.02,120
2020,WP,MM,70,VONGFONG,2020-05-16:21:00:00,TS,20.3088,119.998
2020,WP,MM,71,VONGFONG,2020-05-17:00:00:00,TS,20.6,120.086
2020,WP,MM,72,VONGFONG,2020-05-17:03:00:00,TS,20.9469,120.46
2020,WP,MM,73,VONGFONG,2020-05-17:06:00:00,TS,21.28,121.02
2020,WP,MM,74,VONGFONG,2020-05-17:09:00:00,TS,21.4723,121.608
2020,WP,MM,75,VONGFONG,2020-05-17:12:00:00,TS,21.6,122.1
2020,WP,MM,76,VONGFONG,2020-05-17:15:00:00,TS,21.7772,122.585
2020,WP,MM,77,VONGFONG,2020-05-17:18:00:00,TS,22,123.1
2020,WP,MM,78,VONGFONG,2020-05-17:21:00:00,TS,22.1932,123.576
2020,WP,MM,79,VONGFONG,2020-05-18:00:00:00,TS,22.6,124.3
2020,WP,MM,80,VONGFONG,2020-05-18:03:00:00,TS,23.3893,125.498
2020,WP,MM,81,VONGFONG,2020-05-18:06:00:00,TS,24.4,127
2020,NI,BB,1,AMPHAN,2020-05-15:06:00:00,NR,9.5,87.5
2020,NI,BB,2,AMPHAN,2020-05-15:09:00:00,NR,9.50504,87.2425
2020,NI,BB,3,AMPHAN,2020-05-15:12:00:00,TS,9.5,87
2020,NI,BB,4,AMPHAN,2020-05-15:15:00:00,TS,9.48499,86.785
2020,NI,BB,5,AMPHAN,2020-05-15:18:00:00,TS,9.5,86.6
2020,NI,BB,6,AMPHAN,2020-05-15:21:00:00,TS,9.58497,86.45
2020,NI,BB,7,AMPHAN,2020-05-16:00:00:00,TS,9.84,86.44
2020,NI,BB,8,AMPHAN,2020-05-16:03:00:00,TS,10.09,86.2134
2020,NI,BB,9,AMPHAN,2020-05-16:06:00:00,TS,10.3286,86.0714
2020,NI,BB,10,AMPHAN,2020-05-16:09:00:00,TS,10.4925,86.1062
2020,NI,BB,11,AMPHAN,2020-05-16:12:00:00,TS,10.6,86.15
2020,NI,BB,12,AMPHAN,2020-05-16:15:00:00,TS,10.7537,86.125
2020,NI,BB,13,AMPHAN,2020-05-16:18:00:00,TS,10.9,86.1
2020,NI,BB,14,AMPHAN,2020-05-16:21:00:00,TS,11.075,86.125
2020,NI,BB,15,AMPHAN,2020-05-17:00:00:00,TS,11.2,86.1
2020,NI,BB,16,AMPHAN,2020-05-17:03:00:00,TS,11.2962,86.125
2020,NI,BB,17,AMPHAN,2020-05-17:06:00:00,TS,11.45,86.15
2020,NI,BB,18,AMPHAN,2020-05-17:09:00:00,TS,11.6387,86.1713
2020,NI,BB,19,AMPHAN,2020-05-17:12:00:00,TS,11.9,86.2
2020,NI,BB,20,AMPHAN,2020-05-17:15:00:00,TS,12.4675,86.3612
2020,NI,BB,21,AMPHAN,2020-05-17:18:00:00,TS,12.5,86.35
2020,NI,BB,22,AMPHAN,2020-05-17:21:00:00,TS,12.865,86.4651
2020,NI,BB,23,AMPHAN,2020-05-18:00:00:00,TS,13.15,86.35
2020,NI,BB,24,AMPHAN,2020-05-18:03:00:00,TS,13.2713,86.235
2020,NI,BB,25,AMPHAN,2020-05-18:06:00:00,TS,13.4,86.2
2020,NI,BB,26,AMPHAN,2020-05-18:09:00:00,TS,13.71,86.235
2020,NI,BB,27,AMPHAN,2020-05-18:12:00:00,TS,14.05,86.35
2020,NI,BB,28,AMPHAN,2020-05-18:15:00:00,TS,14.475,86.45
2020,NI,BB,29,AMPHAN,2020-05-18:18:00:00,TS,14.85,86.55
2020,NI,BB,30,AMPHAN,2020-05-18:21:00:00,TS,15.1637,86.65
2020,NI,BB,31,AMPHAN,2020-05-19:00:00:00,TS,15.55,86.75
2020,NI,BB,32,AMPHAN,2020-05-19:03:00:00,TS,15.9963,86.8537
2020,NI,BB,33,AMPHAN,2020-05-19:06:00:00,TS,16.5,86.95
2020,NI,BB,34,AMPHAN,2020-05-19:09:00:00,TS,16.95,86.9788
2020,NI,BB,35,AMPHAN,2020-05-19:12:00:00,TS,17.35,87.05
2020,NI,BB,36,AMPHAN,2020-05-19:15:00:00,TS,17.9462,87.1176
2020,NI,BB,37,AMPHAN,2020-05-19:18:00:00,TS,18.35,87.2
2020,NI,BB,38,AMPHAN,2020-05-19:21:00:00,TS,18.7137,87.2638
2020,NI,BB,39,AMPHAN,2020-05-20:00:00:00,TS,19.15,87.5
2020,NI,BB,40,AMPHAN,2020-05-20:03:00:00,TS,19.795,87.6963
2020,NI,BB,41,AMPHAN,2020-05-20:06:00:00,TS,20.55,87.95
2020,NI,BB,42,AMPHAN,2020-05-20:09:00:00,TS,21.3674,88.0853
2020,NI,BB,43,AMPHAN,2020-05-20:12:00:00,TS,22.05,88.35
2020,NI,BB,44,AMPHAN,2020-05-20:15:00:00,TS,22.8325,88.6277
2020,NI,BB,45,AMPHAN,2020-05-20:18:00:00,TS,23.5,89.05
2020,NI,BB,46,AMPHAN,2020-05-20:21:00:00,TS,24.3324,89.2815
2020,NI,BB,47,AMPHAN,2020-05-21:00:00:00,TS,24.6286,89.6429
2020,NI,BB,48,AMPHAN,2020-05-21:03:00:00,TS,25.0902,89.9078
2020,NI,BB,49,AMPHAN,2020-05-21:06:00:00,TS,25.375,90.05
2020,NI,BB,50,AMPHAN,2020-05-21:09:00:00,NR,25.213,89.6196
2020,NI,BB,51,AMPHAN,2020-05-21:12:00:00,NR,25.4,89.6
2020,EP,MM,105,AMANDA,2020-05-30:18:00:00,TS,12.2,-90.9
2020,EP,MM,106,AMANDA,2020-05-30:21:00:00,TS,12.4445,-90.7415
2020,EP,MM,107,AMANDA,2020-05-31:00:00:00,TS,12.7,-90.6
2020,EP,MM,108,AMANDA,2020-05-31:03:00:00,TS,12.9792,-90.4883
2020,EP,MM,109,AMANDA,2020-05-31:06:00:00,TS,13.3,-90.4
2020,EP,MM,110,AMANDA,2020-05-31:09:00:00,TS,13.6623,-90.3141
2020,EP,MM,112,AMANDA,2020-05-31:12:00:00,TS,14.1,-90.3
2020,NA,GM,1,CRISTOBAL,2020-06-01:18:00:00,TS,19.4,-90.9
2020,NA,GM,2,CRISTOBAL,2020-06-01:21:00:00,TS,19.5177,-91.2673
2020,NA,GM,3,CRISTOBAL,2020-06-02:00:00:00,TS,19.6,-91.6
2020,NA,GM,4,CRISTOBAL,2020-06-02:03:00:00,TS,19.6224,-91.8726
2020,NA,GM,5,CRISTOBAL,2020-06-02:06:00:00,TS,19.6,-92.1
2020,NA,GM,6,CRISTOBAL,2020-06-02:09:00:00,TS,19.5725,-92.33
2020,NA,GM,7,CRISTOBAL,2020-06-02:12:00:00,TS,19.5,-92.5
2020,NA,GM,8,CRISTOBAL,2020-06-02:15:00:00,TS,19.3575,-92.5875
2020,NA,GM,9,CRISTOBAL,2020-06-02:18:00:00,TS,19.2,-92.6
2020,NA,GM,10,CRISTOBAL,2020-06-02:21:00:00,TS,19.085,-92.5725
2020,NA,GM,11,CRISTOBAL,2020-06-03:00:00:00,TS,19,-92.5
2020,NA,GM,12,CRISTOBAL,2020-06-03:03:00:00,TS,18.9425,-92.4
2020,NA,GM,13,CRISTOBAL,2020-06-03:06:00:00,TS,18.9,-92.3
2020,NA,GM,14,CRISTOBAL,2020-06-03:09:00:00,TS,18.9174,-92.3116
2020,NA,GM,15,CRISTOBAL,2020-06-03:12:00:00,TS,18.8,-92.2
2020,NA,GM,17,CRISTOBAL,2020-06-03:15:00:00,TS,18.5797,-91.9762
2020,NA,NA,18,CRISTOBAL,2020-06-03:18:00:00,TS,18.5,-91.9
2020,NA,NA,19,CRISTOBAL,2020-06-03:21:00:00,TS,18.3549,-91.7967
2020,NA,NA,20,CRISTOBAL,2020-06-04:00:00:00,TS,18.2,-91.7
2020,NA,NA,21,CRISTOBAL,2020-06-04:03:00:00,TS,18.0425,-91.6075
2020,NA,NA,22,CRISTOBAL,2020-06-04:06:00:00,TS,17.9,-91.5
2020,NA,NA,23,CRISTOBAL,2020-06-04:09:00:00,TS,17.785,-91.365
2020,NA,NA,24,CRISTOBAL,2020-06-04:12:00:00,TS,17.7,-91.2
2020,NA,NA,25,CRISTOBAL,2020-06-04:15:00:00,TS,17.6125,-91.0074
2020,NA,NA,26,CRISTOBAL,2020-06-04:18:00:00,TS,17.6,-90.8
2020,NA,NA,27,CRISTOBAL,2020-06-04:21:00:00,TS,17.69,-90.5925
2020,NA,NA,28,CRISTOBAL,2020-06-05:00:00:00,TS,17.9,-90.4
2020,NA,NA,29,CRISTOBAL,2020-06-05:03:00:00,TS,18.1975,-90.235
2020,NA,NA,30,CRISTOBAL,2020-06-05:06:00:00,TS,18.6,-90.1
2020,NA,NA,31,CRISTOBAL,2020-06-05:09:00:00,TS,19.0625,-89.9776
2020,NA,NA,32,CRISTOBAL,2020-06-05:12:00:00,TS,19.6,-89.9
2020,NA,NA,33,CRISTOBAL,2020-06-05:15:00:00,TS,20.185,-89.8774
2020,NA,NA,34,CRISTOBAL,2020-06-05:18:00:00,TS,20.8,-89.9
2020,NA,GM,35,CRISTOBAL,2020-06-05:21:00:00,TS,21.415,-89.9424
2020,NA,GM,36,CRISTOBAL,2020-06-06:00:00:00,TS,22,-90
2020,NA,GM,37,CRISTOBAL,2020-06-06:03:00:00,TS,22.5225,-90.05
2020,NA,GM,38,CRISTOBAL,2020-06-06:06:00:00,TS,23,-90.1
2020,NA,GM,39,CRISTOBAL,2020-06-06:09:00:00,TS,23.4575,-90.1575
2020,NA,GM,40,CRISTOBAL,2020-06-06:12:00:00,TS,23.9,-90.2
2020,NA,GM,41,CRISTOBAL,2020-06-06:15:00:00,TS,24.3425,-90.215
2020,NA,GM,42,CRISTOBAL,2020-06-06:18:00:00,TS,24.8,-90.2
2020,NA,GM,43,CRISTOBAL,2020-06-06:21:00:00,TS,25.285,-90.1575
2020,NA,GM,44,CRISTOBAL,2020-06-07:00:00:00,TS,25.8,-90.1
2020,NA,GM,45,CRISTOBAL,2020-06-07:03:00:00,TS,26.3425,-90.05
2020,NA,GM,46,CRISTOBAL,2020-06-07:06:00:00,TS,26.9,-90
2020,NA,GM,47,CRISTOBAL,2020-06-07:09:00:00,TS,27.4575,-89.95
2020,NA,GM,48,CRISTOBAL,2020-06-07:12:00:00,TS,28,-89.9
2020,NA,GM,49,CRISTOBAL,2020-06-07:15:00:00,TS,28.5573,-89.841
2020,NA,GM,50,CRISTOBAL,2020-06-07:18:00:00,TS,29,-89.8
2020,NA,GM,51,CRISTOBAL,2020-06-07:21:00:00,TS,29.1645,-89.7782
2020,NA,NA,53,CRISTOBAL,2020-06-08:00:00:00,TS,29.8,-89.9
2020,NA,GM,54,CRISTOBAL,2020-06-08:03:00:00,TS,30.2621,-90.1912
2020,NA,NA,55,CRISTOBAL,2020-06-08:06:00:00,TS,30.6,-90.6
2020,NA,NA,56,CRISTOBAL,2020-06-08:09:00:00,TS,31.1203,-91.0646
2020,NA,NA,57,CRISTOBAL,2020-06-08:12:00:00,TS,31.7,-91.5
2020,NA,NA,58,CRISTOBAL,2020-06-08:15:00:00,TS,32.2848,-91.8102
2020,NA,NA,59,CRISTOBAL,2020-06-08:18:00:00,TS,32.9,-92
2020,NA,NA,60,CRISTOBAL,2020-06-08:21:00:00,TS,33.5199,-92.0807
2020,NA,NA,61,CRISTOBAL,2020-06-09:00:00:00,TS,34.2,-92.1
2020,NA,NA,62,CRISTOBAL,2020-06-09:03:00:00,TS,34.9326,-92.1646
2020,NA,NA,63,CRISTOBAL,2020-06-09:06:00:00,TS,35.8,-92.2
2020,NA,NA,64,CRISTOBAL,2020-06-09:09:00:00,TS,36.8475,-92.1869
2020,NA,NA,65,CRISTOBAL,2020-06-09:12:00:00,TS,38,-92.1
2020,NA,NA,66,CRISTOBAL,2020-06-09:15:00:00,TS,39.1423,-91.9585
2020,NA,NA,67,CRISTOBAL,2020-06-09:18:00:00,TS,40.3,-91.7
2020,NA,NA,68,CRISTOBAL,2020-06-09:21:00:00,TS,41.4421,-91.3301
2020,NA,NA,69,CRISTOBAL,2020-06-10:00:00:00,ET,42.6,-90.8
2020,NA,NA,70,CRISTOBAL,2020-06-10:03:00:00,ET,43.7847,-90.1225
2020,NA,NA,71,CRISTOBAL,2020-06-10:06:00:00,ET,45,-89.3
2020,NA,NA,72,CRISTOBAL,2020-06-10:09:00:00,ET,46.2567,-88.4068
2020,NA,NA,73,CRISTOBAL,2020-06-10:12:00:00,ET,47.5,-87.4
2020,NA,NA,74,CRISTOBAL,2020-06-10:15:00:00,ET,48.6942,-86.2921
2020,NA,NA,75,CRISTOBAL,2020-06-10:18:00:00,ET,49.8,-85.1
2020,NA,NA,76,CRISTOBAL,2020-06-10:21:00:00,ET,50.8486,-83.7852
2020,NA,NA,77,CRISTOBAL,2020-06-11:00:00:00,ET,51.7,-82.6
2020,NA,NA,78,CRISTOBAL,2020-06-11:03:00:00,ET,52.3031,-81.7661
2020,NA,NA,79,CRISTOBAL,2020-06-11:06:00:00,ET,52.7,-81.2
2020,NA,NA,80,CRISTOBAL,2020-06-11:09:00:00,ET,53.0094,-80.7379
2020,NA,NA,81,CRISTOBAL,2020-06-11:12:00:00,ET,53.2,-80.4
2020,NA,NA,82,CRISTOBAL,2020-06-11:15:00:00,ET,53.3449,-80.0696
2020,NA,NA,83,CRISTOBAL,2020-06-11:18:00:00,ET,53.4,-79.8
2020,NA,NA,84,CRISTOBAL,2020-06-11:21:00:00,ET,53.4249,-79.5777
2020,NA,NA,85,CRISTOBAL,2020-06-12:00:00:00,ET,53.3,-79.4
2020,NA,NA,86,CRISTOBAL,2020-06-12:03:00:00,ET,52.9626,-79.2442
2020,NA,NA,87,CRISTOBAL,2020-06-12:06:00:00,ET,52.5,-79.1
2020,WP,MM,1,NURI,2020-06-08:00:00:00,NR,10.4,132.5
2020,WP,MM,2,NURI,2020-06-08:03:00:00,NR,10.3476,132.008
2020,WP,MM,3,NURI,2020-06-08:06:00:00,NR,10.3,131.5
2020,WP,MM,4,NURI,2020-06-08:09:00:00,NR,10.2699,130.965
2020,WP,MM,5,NURI,2020-06-08:12:00:00,NR,10.3,130.4
2020,WP,MM,6,NURI,2020-06-08:15:00:00,NR,10.4349,129.808
2020,WP,MM,7,NURI,2020-06-08:18:00:00,NR,10.6,129.2
2020,WP,MM,8,NURI,2020-06-08:21:00:00,NR,10.7075,128.57
2020,WP,MM,9,NURI,2020-06-09:00:00:00,NR,10.8,128
2020,WP,MM,10,NURI,2020-06-09:03:00:00,NR,10.9073,127.57
2020,WP,MM,11,NURI,2020-06-09:06:00:00,NR,11,127.2
2020,WP,MM,12,NURI,2020-06-09:09:00:00,NR,11.05,126.777
2020,WP,MM,13,NURI,2020-06-09:12:00:00,NR,11.1,126.4
2020,WP,MM,14,NURI,2020-06-09:15:00:00,NR,11.1924,126.113
2020,WP,MM,15,NURI,2020-06-09:18:00:00,NR,11.3,125.9
2020,WP,MM,16,NURI,2020-06-09:21:00:00,NR,11.3925,125.735
2020,WP,MM,17,NURI,2020-06-10:00:00:00,TS,11.46,125.76
2020,WP,MM,18,NURI,2020-06-10:03:00:00,TS,11.6367,125.682
2020,WP,MM,19,NURI,2020-06-10:06:00:00,TS,11.9286,125.557
2020,WP,MM,20,NURI,2020-06-10:09:00:00,TS,12.3349,125.415
2020,WP,MM,21,NURI,2020-06-10:12:00:00,TS,12.75,125.2
2020,WP,MM,22,NURI,2020-06-10:15:00:00,TS,13.1325,124.922
2020,WP,MM,23,NURI,2020-06-10:18:00:00,TS,13.5,124.6
2020,WP,MM,24,NURI,2020-06-10:21:00:00,TS,13.8649,124.276
2020,WP,MM,25,NURI,2020-06-11:00:00:00,TS,14.2,123.9
2020,WP,MM,26,NURI,2020-06-11:03:00:00,TS,14.49,123.451
2020,WP,MM,27,NURI,2020-06-11:06:00:00,TS,14.75,122.95
2020,WP,MM,28,NURI,2020-06-11:09:00:00,TS,14.9961,122.447
2020,WP,MM,29,NURI,2020-06-11:12:00:00,TS,15.25,121.9
2020,WP,MM,30,NURI,2020-06-11:15:00:00,TS,15.5574,121.29
2020,WP,MM,31,NURI,2020-06-11:18:00:00,TS,15.8111,120.644
2020,WP,MM,32,NURI,2020-06-11:21:00:00,TS,15.9919,120.054
2020,WP,MM,33,NURI,2020-06-12:00:00:00,TS,16.1273,119.509
2020,WP,MM,34,NURI,2020-06-12:03:00:00,TS,16.2975,118.997
2020,WP,MM,35,NURI,2020-06-12:06:00:00,TS,16.5,118.367
2020,WP,MM,36,NURI,2020-06-12:09:00:00,TS,16.7065,117.94
2020,WP,MM,37,NURI,2020-06-12:12:00:00,TS,17.0333,117.533
2020,WP,MM,38,NURI,2020-06-12:15:00:00,TS,17.3516,117.055
2020,WP,MM,39,NURI,2020-06-12:18:00:00,TS,17.7333,116.6
2020,WP,MM,40,NURI,2020-06-12:21:00:00,TS,18.1042,116.204
2020,WP,MM,41,NURI,2020-06-13:00:00:00,TS,18.5667,115.8
2020,WP,MM,42,NURI,2020-06-13:03:00:00,TS,18.9523,115.328
2020,WP,MM,43,NURI,2020-06-13:06:00:00,TS,19.3667,115
2020,WP,MM,44,NURI,2020-06-13:09:00:00,TS,19.7716,114.527
2020,WP,MM,45,NURI,2020-06-13:12:00:00,TS,20.1,114.033
2020,WP,MM,46,NURI,2020-06-13:15:00:00,TS,20.4141,113.536
2020,WP,MM,47,NURI,2020-06-13:18:00:00,TS,20.7667,113.133
2020,WP,MM,48,NURI,2020-06-13:21:00:00,TS,21.1424,112.671
2020,WP,MM,49,NURI,2020-06-14:00:00:00,TS,21.49,112.17
2020,WP,MM,50,NURI,2020-06-14:03:00:00,TS,21.8593,111.737
2020,WP,MM,51,NURI,2020-06-14:06:00:00,TS,22.26,111.24
2020,WP,MM,52,NURI,2020-06-14:09:00:00,TS,22.6835,110.652
2020,WP,MM,53,NURI,2020-06-14:12:00:00,NR,23.2,109.9
2020,EP,MM,1,BORIS,2020-06-24:06:00:00,TS,10,-131.9
2020,EP,MM,2,BORIS,2020-06-24:09:00:00,TS,10.0976,-132.287
2020,EP,MM,3,BORIS,2020-06-24:12:00:00,TS,10.2,-132.7
2020,EP,MM,4,BORIS,2020-06-24:15:00:00,TS,10.3075,-133.15
2020,EP,MM,5,BORIS,2020-06-24:18:00:00,TS,10.4,-133.6
2020,EP,MM,6,BORIS,2020-06-24:21:00:00,TS,10.4649,-134.015
2020,EP,MM,7,BORIS,2020-06-25:00:00:00,TS,10.5,-134.4
2020,EP,MM,8,BORIS,2020-06-25:03:00:00,TS,10.4924,-134.75
2020,EP,MM,9,BORIS,2020-06-25:06:00:00,TS,10.5,-135.1
2020,EP,MM,10,BORIS,2020-06-25:09:00:00,TS,10.5774,-135.485
2020,EP,MM,11,BORIS,2020-06-25:12:00:00,TS,10.7,-135.9
2020,EP,MM,12,BORIS,2020-06-25:15:00:00,TS,10.8425,-136.35
2020,EP,MM,13,BORIS,2020-06-25:18:00:00,TS,11,-136.8
2020,EP,MM,14,BORIS,2020-06-25:21:00:00,TS,11.15,-137.23
2020,EP,MM,15,BORIS,2020-06-26:00:00:00,TS,11.3,-137.6
2020,EP,MM,16,BORIS,2020-06-26:03:00:00,TS,11.4499,-137.88
2020,EP,MM,17,BORIS,2020-06-26:06:00:00,TS,11.6,-138.1
2020,EP,MM,18,BORIS,2020-06-26:09:00:00,TS,11.75,-138.308
2020,EP,MM,19,BORIS,2020-06-26:12:00:00,TS,11.9,-138.5
2020,EP,MM,20,BORIS,2020-06-26:15:00:00,TS,12.0575,-138.693
2020,EP,MM,21,BORIS,2020-06-26:18:00:00,TS,12.2,-138.9
2020,EP,MM,22,BORIS,2020-06-26:21:00:00,TS,12.3225,-139.142
2020,EP,MM,23,BORIS,2020-06-27:00:00:00,TS,12.4,-139.4
2020,EP,MM,24,BORIS,2020-06-27:03:00:00,TS,12.415,-139.65
2020,EP,MM,25,BORIS,2020-06-27:06:00:00,TS,12.4,-139.9
2020,EP,CP,26,BORIS,2020-06-27:09:00:00,TS,12.4075,-140.142
2020,EP,CP,27,BORIS,2020-06-27:12:00:00,TS,12.4,-140.4
2020,EP,CP,28,BORIS,2020-06-27:15:00:00,TS,12.3575,-140.685
2020,EP,CP,29,BORIS,2020-06-27:18:00:00,TS,12.3,-141
2020,EP,CP,30,BORIS,2020-06-27:21:00:00,TS,12.265,-141.335
2020,EP,CP,31,BORIS,2020-06-28:00:00:00,DS,12.2,-141.7
2020,EP,CP,32,BORIS,2020-06-28:03:00:00,DS,12.0724,-142.085
2020,EP,CP,33,BORIS,2020-06-28:06:00:00,DS,11.9,-142.5
2020,EP,CP,34,BORIS,2020-06-28:09:00:00,DS,11.6999,-142.935
2020,EP,CP,35,BORIS,2020-06-28:12:00:00,DS,11.5,-143.4
2020,EP,CP,36,BORIS,2020-06-28:15:00:00,DS,11.3349,-143.885
2020,EP,CP,37,BORIS,2020-06-28:18:00:00,DS,11.2,-144.4
2020,EP,CP,38,BORIS,2020-06-28:21:00:00,DS,11.0999,-144.942
2020,EP,CP,39,BORIS,2020-06-29:00:00:00,DS,11,-145.5
2020,EP,CP,40,BORIS,2020-06-29:03:00:00,DS,10.8649,-146.042
2020,EP,CP,41,BORIS,2020-06-29:06:00:00,DS,10.7,-146.6
2020,EP,CP,42,BORIS,2020-06-29:09:00:00,DS,10.515,-147.207
2020,EP,CP,43,BORIS,2020-06-29:12:00:00,DS,10.3,-147.8
2020,EP,CP,44,BORIS,2020-06-29:15:00:00,DS,10.0499,-148.322
2020,EP,CP,45,BORIS,2020-06-29:18:00:00,DS,9.8,-148.8
2020,EP,CP,46,BORIS,2020-06-29:21:00:00,DS,9.59241,-149.257
2020,EP,CP,47,BORIS,2020-06-30:00:00:00,DS,9.4,-149.7
2020,EP,CP,48,BORIS,2020-06-30:03:00:00,DS,9.20263,-150.148
2020,EP,CP,49,BORIS,2020-06-30:06:00:00,DS,9,-150.6
2020,NA,GM,1,FAY,2020-07-05:12:00:00,DS,27.7,-88.8
2020,NA,GM,2,FAY,2020-07-05:15:00:00,DS,27.8647,-88.3071
2020,NA,GM,3,FAY,2020-07-05:18:00:00,DS,28.1,-87.7
2020,NA,GM,4,FAY,2020-07-05:21:00:00,DS,28.4558,-86.9282
2020,NA,GM,5,FAY,2020-07-06:00:00:00,DS,28.9,-86.2
2020,NA,GM,6,FAY,2020-07-06:03:00:00,DS,29.392,-85.7172
2020,NA,GM,7,FAY,2020-07-06:06:00:00,DS,29.9,-85.4
2020,NA,NA,8,FAY,2020-07-06:09:00:00,DS,30.3723,-85.1694
2020,NA,NA,9,FAY,2020-07-06:12:00:00,DS,30.8,-85
2020,NA,NA,10,FAY,2020-07-06:15:00:00,DS,31.165,-84.7998
